Wavenumber (1/cm),With sulfur,without sulfur
2354.7,111.669,103.122
2355.18,111.666,103.12
2355.66,111.663,103.118
2356.14,111.66,103.116
2356.63,111.657,103.114
2357.11,111.654,103.111
2357.59,111.65,103.108
2358.07,111.646,103.106
2358.55,111.643,103.103
2359.04,111.638,103.1
2359.52,111.634,103.097
2360,111.63,103.094
2360.48,111.625,103.091
2360.96,111.621,103.088
2361.45,111.616,103.085
2361.93,111.612,103.081
2362.41,111.607,103.078
2362.89,111.603,103.075
2363.38,111.598,103.072
2363.86,111.594,103.069
2364.34,111.59,103.065
2364.82,111.587,103.062
2365.3,111.584,103.059
2365.78,111.58,103.055
2366.27,111.577,103.052
2366.75,111.574,103.049
2367.23,111.57,103.046
2367.71,111.565,103.043
2368.2,111.561,103.04
2368.68,111.556,103.036
2369.16,111.552,103.033
2369.64,111.548,103.03
2370.13,111.545,103.026
2370.61,111.541,103.023
2371.09,111.539,103.02
2371.57,111.536,103.016
2372.05,111.534,103.012
2372.53,111.531,103.009
2373.02,111.529,103.005
2373.5,111.526,103.001
2373.98,111.523,102.998
2374.46,111.52,102.994
2374.95,111.516,102.991
2375.43,111.513,102.988
2375.91,111.51,102.984
2376.39,111.507,102.98
2376.87,111.504,102.977
2377.36,111.502,102.973
2377.84,111.5,102.97
2378.32,111.497,102.966
2378.8,111.495,102.963
2379.28,111.492,102.96
2379.77,111.489,102.956
2380.25,111.486,102.952
2380.73,111.484,102.948
2381.21,111.481,102.943
2381.7,111.478,102.939
2382.18,111.476,102.935
2382.66,111.473,102.93
2383.14,111.47,102.926
2383.62,111.467,102.922
2384.11,111.464,102.917
2384.59,111.461,102.913
2385.07,111.458,102.908
2385.55,111.455,102.904
2386.03,111.453,102.9
2386.52,111.45,102.896
2387,111.447,102.892
2387.48,111.445,102.888
2387.96,111.441,102.883
2388.45,111.438,102.879
2388.93,111.434,102.874
2389.41,111.43,102.869
2389.89,111.426,102.865
2390.37,111.421,102.86
2390.86,111.416,102.856
2391.34,111.411,102.851
2391.82,111.405,102.846
2392.3,111.399,102.841
2392.78,111.393,102.836
2393.27,111.387,102.831
2393.75,111.381,102.826
2394.23,111.376,102.821
2394.71,111.371,102.816
2395.2,111.366,102.811
2395.68,111.362,102.805
2396.16,111.358,102.8
2396.64,111.354,102.795
2397.12,111.35,102.79
2397.61,111.346,102.785
2398.09,111.342,102.781
2398.57,111.338,102.776
2399.05,111.334,102.771
2399.53,111.33,102.766
2400.02,111.325,102.761
2400.5,111.321,102.756
2400.98,111.317,102.751
2401.46,111.312,102.746
2401.95,111.308,102.741
2402.43,111.303,102.736
2402.91,111.298,102.731
2403.39,111.293,102.725
2403.87,111.288,102.719
2404.35,111.283,102.714
2404.84,111.277,102.708
2405.32,111.272,102.703
2405.8,111.267,102.698
2406.28,111.262,102.692
2406.77,111.258,102.687
2407.25,111.253,102.681
2407.73,111.248,102.675
2408.21,111.244,102.67
2408.7,111.239,102.664
2409.18,111.235,102.658
2409.66,111.23,102.653
2410.14,111.226,102.648
2410.62,111.221,102.643
2411.1,111.215,102.638
2411.59,111.21,102.633
2412.07,111.205,102.628
2412.55,111.201,102.623
2413.03,111.197,102.618
2413.52,111.192,102.612
2414,111.188,102.607
2414.48,111.184,102.601
2414.96,111.18,102.595
2415.44,111.176,102.589
2415.93,111.171,102.583
2416.41,111.167,102.577
2416.89,111.162,102.572
2417.37,111.158,102.567
2417.85,111.154,102.561
2418.34,111.149,102.556
2418.82,111.145,102.551
2419.3,111.14,102.545
2419.78,111.136,102.54
2420.26,111.132,102.535
2420.75,111.127,102.529
2421.23,111.123,102.524
2421.71,111.119,102.519
2422.19,111.115,102.513
2422.68,111.111,102.507
2423.16,111.107,102.502
2423.64,111.103,102.496
2424.12,111.099,102.49
2424.6,111.095,102.484
2425.09,111.09,102.479
2425.57,111.086,102.473
2426.05,111.081,102.467
2426.53,111.076,102.461
2427.01,111.072,102.455
2427.5,111.067,102.449
2427.98,111.062,102.444
2428.46,111.058,102.439
2428.94,111.053,102.433
2429.43,111.048,102.428
2429.91,111.043,102.422
2430.39,111.038,102.416
2430.87,111.033,102.41
2431.35,111.029,102.404
2431.84,111.024,102.398
2432.32,111.02,102.392
2432.8,111.016,102.386
2433.28,111.012,102.38
2433.76,111.008,102.374
2434.25,111.004,102.368
2434.73,111,102.362
2435.21,110.996,102.356
2435.69,110.993,102.351
2436.18,110.989,102.346
2436.66,110.985,102.341
2437.14,110.982,102.335
2437.62,110.978,102.33
2438.1,110.974,102.324
2438.59,110.97,102.317
2439.07,110.966,102.311
2439.55,110.962,102.305
2440.03,110.959,102.299
2440.51,110.956,102.293
2441,110.953,102.288
2441.48,110.95,102.282
2441.96,110.947,102.277
2442.44,110.943,102.271
2442.93,110.94,102.266
2443.41,110.936,102.261
2443.89,110.932,102.255
2444.37,110.928,102.25
2444.85,110.923,102.245
2445.34,110.919,102.239
2445.82,110.916,102.234
2446.3,110.912,102.228
2446.78,110.909,102.222
2447.26,110.906,102.216
2447.75,110.903,102.211
2448.23,110.9,102.205
2448.71,110.897,102.199
2449.19,110.894,102.193
2449.68,110.89,102.187
2450.16,110.886,102.18
2450.64,110.882,102.173
2451.12,110.878,102.167
2451.6,110.874,102.161
2452.09,110.87,102.155
2452.57,110.865,102.149
2453.05,110.861,102.144
2453.53,110.857,102.138
2454.01,110.852,102.132
2454.5,110.849,102.126
2454.98,110.845,102.12
2455.46,110.841,102.114
2455.94,110.838,102.108
2456.43,110.835,102.103
2456.91,110.831,102.097
2457.39,110.828,102.092
2457.87,110.824,102.086
2458.35,110.82,102.081
2458.83,110.817,102.076
2459.32,110.813,102.07
2459.8,110.81,102.065
2460.28,110.806,102.059
2460.76,110.803,102.053
2461.25,110.8,102.047
2461.73,110.797,102.04
2462.21,110.794,102.034
2462.69,110.791,102.028
2463.18,110.788,102.022
2463.66,110.785,102.016
2464.14,110.782,102.01
2464.62,110.778,102.005
2465.1,110.774,101.999
2465.58,110.771,101.993
2466.07,110.768,101.988
2466.55,110.765,101.982
2467.03,110.762,101.977
2467.51,110.76,101.971
2468,110.757,101.966
2468.48,110.754,101.96
2468.96,110.751,101.954
2469.44,110.748,101.948
2469.92,110.745,101.942
2470.41,110.742,101.937
2470.89,110.739,101.931
2471.37,110.736,101.925
2471.85,110.733,101.92
2472.33,110.729,101.914
2472.82,110.726,101.909
2473.3,110.723,101.903
2473.78,110.72,101.898
2474.26,110.717,101.893
2474.75,110.714,101.887
2475.23,110.711,101.882
2475.71,110.708,101.876
2476.19,110.705,101.87
2476.67,110.701,101.864
2477.16,110.697,101.857
2477.64,110.693,101.851
2478.12,110.689,101.845
2478.6,110.685,101.839
2479.08,110.681,101.833
2479.57,110.677,101.827
2480.05,110.673,101.822
2480.53,110.669,101.816
2481.01,110.665,101.81
2481.5,110.661,101.804
2481.98,110.657,101.798
2482.46,110.653,101.793
2482.94,110.648,101.786
2483.42,110.644,101.781
2483.91,110.64,101.774
2484.39,110.636,101.768
2484.87,110.633,101.761
2485.35,110.63,101.755
2485.83,110.626,101.749
2486.32,110.623,101.744
2486.8,110.619,101.738
2487.28,110.615,101.733
2487.76,110.611,101.728
2488.25,110.606,101.722
2488.73,110.601,101.716
2489.21,110.596,101.71
2489.69,110.591,101.704
2490.17,110.586,101.699
2490.66,110.58,101.692
2491.14,110.574,101.686
2491.62,110.568,101.679
2492.1,110.562,101.673
2492.58,110.556,101.666
2493.07,110.55,101.659
2493.55,110.544,101.653
2494.03,110.538,101.647
2494.51,110.533,101.64
2495,110.527,101.634
2495.48,110.521,101.628
2495.96,110.516,101.622
2496.44,110.51,101.615
2496.92,110.505,101.609
2497.41,110.499,101.602
2497.89,110.494,101.595
2498.37,110.489,101.589
2498.85,110.483,101.583
2499.33,110.477,101.576
2499.82,110.471,101.57
2500.3,110.464,101.563
2500.78,110.456,101.557
2501.26,110.449,101.551
2501.75,110.442,101.545
2502.23,110.435,101.539
2502.71,110.428,101.533
2503.19,110.421,101.526
2503.67,110.413,101.519
2504.16,110.406,101.512
2504.64,110.399,101.505
2505.12,110.391,101.498
2505.6,110.384,101.491
2506.08,110.376,101.485
2506.57,110.369,101.479
2507.05,110.363,101.472
2507.53,110.356,101.466
2508.01,110.35,101.46
2508.49,110.344,101.453
2508.98,110.338,101.447
2509.46,110.332,101.44
2509.94,110.325,101.434
2510.42,110.319,101.427
2510.91,110.312,101.42
2511.39,110.304,101.413
2511.87,110.296,101.406
2512.35,110.287,101.399
2512.83,110.279,101.393
2513.31,110.27,101.386
2513.8,110.261,101.38
2514.28,110.253,101.374
2514.76,110.245,101.367
2515.24,110.238,101.36
2515.73,110.231,101.354
2516.21,110.224,101.346
2516.69,110.217,101.339
2517.17,110.21,101.333
2517.66,110.203,101.326
2518.14,110.196,101.319
2518.62,110.187,101.313
2519.1,110.178,101.306
2519.58,110.169,101.3
2520.06,110.16,101.294
2520.55,110.151,101.287
2521.03,110.142,101.281
2521.51,110.134,101.274
2521.99,110.126,101.267
2522.48,110.118,101.26
2522.96,110.111,101.252
2523.44,110.104,101.245
2523.92,110.096,101.237
2524.4,110.088,101.23
2524.89,110.079,101.223
2525.37,110.071,101.216
2525.85,110.063,101.21
2526.33,110.055,101.203
2526.81,110.048,101.196
2527.3,110.041,101.19
2527.78,110.035,101.183
2528.26,110.028,101.176
2528.74,110.022,101.169
2529.23,110.015,101.163
2529.71,110.008,101.156
2530.19,110.001,101.149
2530.67,109.994,101.141
2531.15,109.987,101.134
2531.64,109.98,101.126
2532.12,109.973,101.118
2532.6,109.966,101.111
2533.08,109.959,101.104
2533.56,109.952,101.096
2534.05,109.945,101.089
2534.53,109.938,101.082
2535.01,109.93,101.075
2535.49,109.923,101.068
2535.98,109.917,101.061
2536.46,109.91,101.054
2536.94,109.904,101.047
2537.42,109.897,101.04
2537.9,109.89,101.033
2538.39,109.883,101.026
2538.87,109.874,101.019
2539.35,109.866,101.011
2539.83,109.857,101.004
2540.31,109.849,100.997
2540.8,109.841,100.99
2541.28,109.833,100.982
2541.76,109.826,100.975
2542.24,109.819,100.966
2542.73,109.812,100.959
2543.21,109.805,100.951
2543.69,109.799,100.943
2544.17,109.792,100.935
2544.65,109.785,100.927
2545.14,109.778,100.92
2545.62,109.771,100.912
2546.1,109.763,100.904
2546.58,109.756,100.896
2547.06,109.748,100.888
2547.55,109.741,100.881
2548.03,109.734,100.873
2548.51,109.727,100.866
2548.99,109.721,100.858
2549.48,109.715,100.851
2549.96,109.71,100.843
2550.44,109.704,100.835
2550.92,109.699,100.827
2551.4,109.693,100.818
2551.89,109.687,100.81
2552.37,109.681,100.802
2552.85,109.674,100.794
2553.33,109.667,100.785
2553.81,109.659,100.777
2554.3,109.652,100.769
2554.78,109.644,100.76
2555.26,109.637,100.752
2555.74,109.63,100.743
2556.23,109.624,100.735
2556.71,109.618,100.726
2557.19,109.612,100.717
2557.67,109.606,100.709
2558.15,109.6,100.7
2558.64,109.594,100.691
2559.12,109.587,100.683
2559.6,109.58,100.675
2560.08,109.573,100.666
2560.56,109.566,100.658
2561.05,109.559,100.65
2561.53,109.553,100.641
2562.01,109.546,100.632
2562.49,109.539,100.623
2562.97,109.532,100.614
2563.46,109.525,100.605
2563.94,109.517,100.596
2564.42,109.51,100.587
2564.9,109.502,100.578
2565.39,109.495,100.568
2565.87,109.487,100.559
2566.35,109.48,100.55
2566.83,109.473,100.541
2567.31,109.465,100.532
2567.8,109.458,100.523
2568.28,109.451,100.514
2568.76,109.443,100.504
2569.24,109.435,100.494
2569.72,109.427,100.484
2570.21,109.418,100.475
2570.69,109.41,100.465
2571.17,109.401,100.455
2571.65,109.393,100.445
2572.14,109.384,100.436
2572.62,109.376,100.426
2573.1,109.368,100.416
2573.58,109.359,100.407
2574.06,109.351,100.397
2574.54,109.342,100.387
2575.03,109.334,100.377
2575.51,109.326,100.368
2575.99,109.318,100.357
2576.47,109.311,100.347
2576.96,109.304,100.337
2577.44,109.296,100.326
2577.92,109.288,100.316
2578.4,109.28,100.305
2578.89,109.271,100.295
2579.37,109.262,100.285
2579.85,109.252,100.274
2580.33,109.243,100.264
2580.81,109.233,100.253
2581.29,109.225,100.242
2581.78,109.217,100.232
2582.26,109.209,100.221
2582.74,109.2,100.211
2583.22,109.191,100.2
2583.71,109.182,100.189
2584.19,109.172,100.179
2584.67,109.161,100.168
2585.15,109.15,100.156
2585.63,109.14,100.145
2586.12,109.129,100.134
2586.6,109.119,100.123
2587.08,109.11,100.112
2587.56,109.101,100.102
2588.04,109.093,100.091
2588.53,109.085,100.08
2589.01,109.077,100.068
2589.49,109.069,100.057
2589.97,109.061,100.045
2590.46,109.052,100.034
2590.94,109.043,100.022
2591.42,109.033,100.01
2591.9,109.023,99.9976
2592.38,109.013,99.9855
2592.87,109.003,99.9735
2593.35,108.993,99.9617
2593.83,108.983,99.9502
2594.31,108.973,99.9388
2594.79,108.963,99.9276
2595.28,108.952,99.9161
2595.76,108.942,99.9045
2596.24,108.932,99.8925
2596.72,108.921,99.8803
2597.21,108.911,99.868
2597.69,108.901,99.8556
2598.17,108.892,99.8432
2598.65,108.882,99.8309
2599.13,108.872,99.8185
2599.62,108.863,99.806
2600.1,108.853,99.7934
2600.58,108.842,99.7806
2601.06,108.832,99.7678
2601.54,108.822,99.755
2602.03,108.812,99.7421
2602.51,108.802,99.7292
2602.99,108.792,99.7161
2603.47,108.782,99.7028
2603.96,108.771,99.6895
2604.44,108.76,99.6762
2604.92,108.749,99.663
2605.4,108.738,99.65
2605.88,108.726,99.6372
2606.36,108.715,99.6244
2606.85,108.703,99.6115
2607.33,108.691,99.5985
2607.81,108.679,99.5851
2608.29,108.667,99.5715
2608.78,108.655,99.5577
2609.26,108.643,99.5439
2609.74,108.631,99.5301
2610.22,108.619,99.5163
2610.71,108.607,99.5025
2611.19,108.596,99.4886
2611.67,108.584,99.4746
2612.15,108.573,99.4606
2612.63,108.561,99.4466
2613.11,108.55,99.4326
2613.6,108.538,99.4187
2614.08,108.525,99.4047
2614.56,108.513,99.3906
2615.04,108.5,99.3763
2615.53,108.487,99.3618
2616.01,108.474,99.3473
2616.49,108.462,99.3328
2616.97,108.449,99.3184
2617.45,108.437,99.3041
2617.94,108.426,99.2898
2618.42,108.414,99.2755
2618.9,108.402,99.2608
2619.38,108.39,99.2459
2619.86,108.378,99.2307
2620.35,108.365,99.2154
2620.83,108.352,99.2
2621.31,108.339,99.1847
2621.79,108.325,99.1693
2622.28,108.312,99.1539
2622.76,108.298,99.1384
2623.24,108.285,99.1227
2623.72,108.271,99.107
2624.2,108.258,99.0912
2624.69,108.245,99.0754
2625.17,108.233,99.0596
2625.65,108.22,99.0437
2626.13,108.208,99.0277
2626.61,108.196,99.0114
2627.1,108.183,98.9949
2627.58,108.17,98.9782
2628.06,108.157,98.9615
2628.54,108.143,98.9448
2629.02,108.129,98.9282
2629.51,108.114,98.9116
2629.99,108.099,98.8949
2630.47,108.084,98.8782
2630.95,108.07,98.8613
2631.44,108.056,98.8443
2631.92,108.042,98.8273
2632.4,108.029,98.8102
2632.88,108.017,98.7931
2633.36,108.005,98.776
2633.85,107.992,98.7586
2634.33,107.979,98.741
2634.81,107.966,98.7231
2635.29,107.952,98.7049
2635.77,107.938,98.6866
2636.26,107.924,98.6682
2636.74,107.91,98.6497
2637.22,107.895,98.6311
2637.7,107.881,98.6123
2638.19,107.865,98.5934
2638.67,107.85,98.5743
2639.15,107.833,98.5552
2639.63,107.817,98.5361
2640.11,107.8,98.5173
2640.6,107.784,98.4986
2641.08,107.768,98.4799
2641.56,107.752,98.4612
2642.04,107.737,98.4422
2642.52,107.721,98.423
2643.01,107.706,98.4035
2643.49,107.691,98.3836
2643.97,107.675,98.3636
2644.45,107.659,98.3434
2644.94,107.643,98.323
2645.42,107.627,98.3026
2645.9,107.61,98.282
2646.38,107.594,98.2615
2646.86,107.577,98.241
2647.35,107.56,98.2206
2647.83,107.543,98.2003
2648.31,107.526,98.18
2648.79,107.51,98.1596
2649.27,107.494,98.1389
2649.76,107.478,98.1179
2650.24,107.463,98.0965
2650.72,107.447,98.0746
2651.2,107.431,98.0525
2651.69,107.414,98.0303
2652.17,107.397,98.008
2652.65,107.379,97.9856
2653.13,107.362,97.9632
2653.61,107.344,97.9407
2654.1,107.326,97.9182
2654.58,107.308,97.8956
2655.06,107.29,97.873
2655.54,107.272,97.8504
2656.02,107.256,97.8279
2656.51,107.239,97.8053
2656.99,107.223,97.7825
2657.47,107.207,97.7595
2657.95,107.191,97.7363
2658.44,107.175,97.7129
2658.92,107.158,97.6893
2659.4,107.141,97.6657
2659.88,107.124,97.642
2660.36,107.107,97.6181
2660.85,107.089,97.5941
2661.33,107.071,97.57
2661.81,107.052,97.5456
2662.29,107.034,97.5211
2662.77,107.016,97.4966
2663.26,106.998,97.4719
2663.74,106.98,97.4472
2664.22,106.962,97.4223
2664.7,106.945,97.397
2665.19,106.927,97.3714
2665.67,106.91,97.3457
2666.15,106.893,97.3197
2666.63,106.876,97.2939
2667.11,106.858,97.2681
2667.59,106.841,97.2426
2668.08,106.824,97.2171
2668.56,106.807,97.1915
2669.04,106.789,97.1658
2669.52,106.771,97.1399
2670.01,106.753,97.1138
2670.49,106.735,97.0876
2670.97,106.718,97.0616
2671.45,106.7,97.0356
2671.94,106.682,97.0097
2672.42,106.664,96.9837
2672.9,106.647,96.9576
2673.38,106.629,96.9314
2673.86,106.611,96.905
2674.34,106.593,96.8784
2674.83,106.575,96.852
2675.31,106.556,96.8255
2675.79,106.537,96.7992
2676.27,106.518,96.7729
2676.76,106.499,96.7466
2677.24,106.48,96.7204
2677.72,106.462,96.6941
2678.2,106.443,96.6679
2678.68,106.425,96.6417
2679.17,106.407,96.6156
2679.65,106.39,96.5894
2680.13,106.372,96.5632
2680.61,106.355,96.5368
2681.09,106.338,96.5104
2681.58,106.321,96.4841
2682.06,106.303,96.458
2682.54,106.286,96.4322
2683.02,106.268,96.4067
2683.51,106.25,96.3813
2683.99,106.232,96.3559
2684.47,106.213,96.3303
2684.95,106.195,96.3045
2685.43,106.176,96.2785
2685.92,106.158,96.2524
2686.4,106.139,96.2263
2686.88,106.121,96.2003
2687.36,106.102,96.1743
2687.84,106.084,96.1485
2688.33,106.065,96.1228
2688.81,106.047,96.0972
2689.29,106.028,96.0717
2689.77,106.008,96.0467
2690.25,105.989,96.0219
2690.74,105.97,95.9974
2691.22,105.951,95.973
2691.7,105.933,95.9486
2692.18,105.915,95.9241
2692.67,105.897,95.8993
2693.15,105.879,95.8742
2693.63,105.862,95.849
2694.11,105.844,95.8238
2694.59,105.826,95.7987
2695.08,105.808,95.7736
2695.56,105.789,95.7488
2696.04,105.771,95.7242
2696.52,105.752,95.6997
2697,105.733,95.6753
2697.49,105.714,95.651
2697.97,105.695,95.6268
2698.45,105.675,95.6025
2698.93,105.656,95.5781
2699.42,105.637,95.5535
2699.9,105.618,95.5287
2700.38,105.599,95.5038
2700.86,105.579,95.4789
2701.34,105.56,95.454
2701.83,105.54,95.4293
2702.31,105.52,95.4047
2702.79,105.5,95.3802
2703.27,105.48,95.3555
2703.75,105.461,95.3305
2704.24,105.441,95.3052
2704.72,105.421,95.2797
2705.2,105.401,95.2542
2705.68,105.381,95.2286
2706.17,105.361,95.2032
2706.65,105.341,95.1778
2707.13,105.321,95.1524
2707.61,105.301,95.127
2708.09,105.28,95.1017
2708.58,105.258,95.0764
2709.06,105.237,95.0511
2709.54,105.215,95.026
2710.02,105.192,95.0008
2710.5,105.17,94.9754
2710.99,105.148,94.9497
2711.47,105.126,94.9234
2711.95,105.104,94.8968
2712.43,105.083,94.8697
2712.92,105.061,94.8426
2713.4,105.04,94.8157
2713.88,105.019,94.789
2714.36,104.997,94.7626
2714.84,104.975,94.7365
2715.33,104.953,94.7105
2715.81,104.931,94.6844
2716.29,104.908,94.6583
2716.77,104.885,94.632
2717.25,104.861,94.6056
2717.74,104.837,94.5791
2718.22,104.813,94.5524
2718.7,104.79,94.5255
2719.18,104.767,94.4984
2719.67,104.744,94.4712
2720.15,104.722,94.4438
2720.63,104.7,94.4164
2721.11,104.678,94.389
2721.59,104.656,94.3616
2722.07,104.632,94.3341
2722.56,104.609,94.3064
2723.04,104.585,94.2785
2723.52,104.561,94.2505
2724,104.537,94.2222
2724.49,104.513,94.1941
2724.97,104.489,94.1659
2725.45,104.465,94.1379
2725.93,104.441,94.1099
2726.42,104.416,94.0818
2726.9,104.391,94.0535
2727.38,104.367,94.025
2727.86,104.342,93.9961
2728.34,104.317,93.967
2728.82,104.293,93.9375
2729.31,104.268,93.9078
2729.79,104.243,93.8778
2730.27,104.218,93.8475
2730.75,104.192,93.8168
2731.24,104.166,93.7859
2731.72,104.14,93.755
2732.2,104.113,93.7241
2732.68,104.086,93.6933
2733.16,104.059,93.6626
2733.65,104.031,93.6318
2734.13,104.002,93.6008
2734.61,103.974,93.5695
2735.09,103.946,93.5377
2735.57,103.917,93.5057
2736.06,103.89,93.4734
2736.54,103.862,93.441
2737.02,103.835,93.4086
2737.5,103.808,93.3762
2737.99,103.781,93.3435
2738.47,103.754,93.3105
2738.95,103.727,93.2772
2739.43,103.7,93.2435
2739.91,103.672,93.2095
2740.4,103.643,93.1754
2740.88,103.614,93.1411
2741.36,103.584,93.1067
2741.84,103.554,93.0722
2742.32,103.524,93.0376
2742.81,103.493,93.0028
2743.29,103.462,92.968
2743.77,103.431,92.9333
2744.25,103.401,92.8987
2744.74,103.371,92.8642
2745.22,103.341,92.8297
2745.7,103.312,92.7952
2746.18,103.283,92.7605
2746.66,103.253,92.7257
2747.15,103.224,92.6908
2747.63,103.194,92.656
2748.11,103.164,92.6213
2748.59,103.134,92.5869
2749.07,103.104,92.5527
2749.56,103.073,92.5187
2750.04,103.043,92.4847
2750.52,103.013,92.4507
2751,102.982,92.4168
2751.49,102.952,92.383
2751.97,102.922,92.3494
2752.45,102.892,92.3162
2752.93,102.862,92.2833
2753.41,102.832,92.2505
2753.9,102.801,92.2178
2754.38,102.771,92.1851
2754.86,102.741,92.1525
2755.34,102.71,92.1199
2755.82,102.68,92.0873
2756.31,102.651,92.055
2756.79,102.621,92.0228
2757.27,102.591,91.9906
2757.75,102.562,91.9584
2758.24,102.532,91.9261
2758.72,102.501,91.8937
2759.2,102.471,91.8614
2759.68,102.441,91.8292
2760.16,102.41,91.7972
2760.65,102.38,91.7653
2761.13,102.349,91.7335
2761.61,102.319,91.7018
2762.09,102.288,91.6699
2762.57,102.257,91.6381
2763.06,102.225,91.6062
2763.54,102.194,91.5744
2764.02,102.163,91.5427
2764.5,102.133,91.5111
2764.99,102.103,91.4794
2765.47,102.073,91.4476
2765.95,102.043,91.4156
2766.43,102.013,91.3835
2766.91,101.982,91.3512
2767.4,101.951,91.3188
2767.88,101.919,91.2864
2768.36,101.887,91.2539
2768.84,101.854,91.2214
2769.32,101.82,91.1888
2769.81,101.787,91.156
2770.29,101.753,91.1232
2770.77,101.72,91.0905
2771.25,101.687,91.0578
2771.73,101.654,91.0252
2772.22,101.622,90.9928
2772.7,101.59,90.9604
2773.18,101.558,90.9279
2773.66,101.526,90.8954
2774.15,101.494,90.8628
2774.63,101.461,90.8303
2775.11,101.427,90.7979
2775.59,101.393,90.7654
2776.07,101.359,90.733
2776.56,101.324,90.7005
2777.04,101.289,90.6679
2777.52,101.254,90.635
2778,101.219,90.602
2778.48,101.184,90.5689
2778.97,101.148,90.5359
2779.45,101.111,90.503
2779.93,101.074,90.47
2780.41,101.037,90.4371
2780.9,100.999,90.404
2781.38,100.962,90.3708
2781.86,100.924,90.3374
2782.34,100.886,90.304
2782.82,100.848,90.2708
2783.3,100.81,90.2376
2783.79,100.772,90.2046
2784.27,100.733,90.1717
2784.75,100.692,90.1387
2785.23,100.651,90.1055
2785.72,100.609,90.0721
2786.2,100.566,90.0387
2786.68,100.523,90.0052
2787.16,100.479,89.9719
2787.65,100.436,89.9387
2788.13,100.393,89.9056
2788.61,100.35,89.8726
2789.09,100.307,89.8396
2789.57,100.264,89.8065
2790.05,100.22,89.7732
2790.54,100.176,89.7399
2791.02,100.131,89.7064
2791.5,100.086,89.6727
2791.98,100.04,89.6388
2792.47,99.9934,89.6047
2792.95,99.9469,89.5705
2793.43,99.9003,89.5361
2793.91,99.8537,89.5018
2794.39,99.8072,89.4676
2794.88,99.7608,89.4335
2795.36,99.7144,89.3997
2795.84,99.6681,89.366
2796.32,99.6218,89.3323
2796.8,99.5756,89.2986
2797.29,99.5296,89.2647
2797.77,99.4838,89.2308
2798.25,99.4384,89.1969
2798.73,99.3934,89.1628
2799.22,99.3488,89.1286
2799.7,99.3046,89.0942
2800.18,99.2607,89.0596
2800.66,99.217,89.0248
2801.14,99.1736,88.9898
2801.63,99.1305,88.9547
2802.11,99.0879,88.9197
2802.59,99.0461,88.8848
2803.07,99.0052,88.8499
2803.55,98.9654,88.8152
2804.04,98.9269,88.7803
2804.52,98.8894,88.7454
2805,98.8529,88.7104
2805.48,98.8172,88.6753
2805.97,98.7821,88.6403
2806.45,98.7476,88.6053
2806.93,98.7136,88.5703
2807.41,98.6802,88.5352
2807.89,98.6475,88.5001
2808.38,98.6155,88.4647
2808.86,98.584,88.429
2809.34,98.553,88.3931
2809.82,98.5224,88.3569
2810.3,98.492,88.3206
2810.79,98.4617,88.2841
2811.27,98.4315,88.2475
2811.75,98.4016,88.2107
2812.23,98.3719,88.1739
2812.72,98.3427,88.137
2813.2,98.3141,88.1002
2813.68,98.2862,88.0633
2814.16,98.259,88.0265
2814.64,98.2324,87.9896
2815.13,98.2061,87.9526
2815.61,98.1801,87.9154
2816.09,98.1541,87.878
2816.57,98.1282,87.8404
2817.05,98.1024,87.8026
2817.54,98.0767,87.7646
2818.02,98.0515,87.7266
2818.5,98.0267,87.6884
2818.98,98.0026,87.65
2819.47,97.9791,87.6112
2819.95,97.956,87.5722
2820.43,97.933,87.5328
2820.91,97.9101,87.4932
2821.39,97.8871,87.4533
2821.88,97.8639,87.4132
2822.36,97.8408,87.3729
2822.84,97.8178,87.3322
2823.32,97.7952,87.2912
2823.8,97.773,87.2498
2824.29,97.7513,87.208
2824.77,97.73,87.1659
2825.25,97.7089,87.1235
2825.73,97.688,87.081
2826.21,97.6669,87.0383
2826.7,97.6455,86.9954
2827.18,97.6238,86.9522
2827.66,97.6016,86.9088
2828.14,97.5791,86.8649
2828.63,97.5564,86.8207
2829.11,97.5336,86.7761
2829.59,97.511,86.7311
2830.07,97.4886,86.6855
2830.55,97.4667,86.6395
2831.04,97.445,86.5929
2831.52,97.4237,86.5456
2832,97.4026,86.4978
2832.48,97.3817,86.4494
2832.96,97.3607,86.4005
2833.45,97.3397,86.351
2833.93,97.3186,86.3009
2834.41,97.2973,86.2502
2834.89,97.2757,86.1988
2835.38,97.2538,86.1468
2835.86,97.2315,86.0943
2836.34,97.2088,86.0412
2836.82,97.1859,85.9876
2837.3,97.1629,85.9334
2837.78,97.14,85.8785
2838.27,97.1174,85.8228
2838.75,97.0952,85.7661
2839.23,97.0732,85.7085
2839.71,97.0515,85.65
2840.2,97.0298,85.5905
2840.68,97.0081,85.5303
2841.16,96.9861,85.4693
2841.64,96.9637,85.4075
2842.13,96.9409,85.3449
2842.61,96.9177,85.2814
2843.09,96.894,85.2169
2843.57,96.8698,85.1514
2844.05,96.8453,85.085
2844.53,96.8203,85.0178
2845.02,96.7952,84.9497
2845.5,96.7702,84.8809
2845.98,96.7453,84.8113
2846.46,96.7206,84.741
2846.95,96.6961,84.6698
2847.43,96.6717,84.5979
2847.91,96.6474,84.5253
2848.39,96.6229,84.4519
2848.87,96.5981,84.3778
2849.36,96.573,84.3029
2849.84,96.5477,84.2271
2850.32,96.522,84.1504
2850.8,96.4963,84.0728
2851.28,96.4704,83.9944
